TIME,COUNTRY,VALUE
2015M07,Malta,104.8
2015M07,Netherlands,99.0
2015M07,Austria,93.1
2015M07,Poland,100.7
2015M07,Portugal,107.5
2015M07,Romania,107.0
2015M07,Slovenia,104.0
2015M07,Slovakia,112.3
2015M07,Finland,90.1
2015M07,Sweden,103.2
2015M07,United Kingdom,107.9
2015M07,Montenegro,96.5
2015M07,North Macedonia,106.0
2015M07,Albania,0
2015M07,Serbia,93.4
2015M07,Turkey,109.8
2015M08,Belgium,97.7
2015M08,Bulgaria,104.5
2015M08,Czechia,105.4
2015M08,Denmark,105.8
2015M08,Germany (until 1990 former territory of the FRG),106.2
2015M08,Estonia,98.0
2015M08,Ireland,109.1
2015M08,Greece,73.1
2015M08,Spain,102.4
2015M08,France,101.1
2015M08,Croatia,101.1
2015M08,Italy,106.0
2015M08,Cyprus,103.2
2015M08,Latvia,99.1
2015M08,Lithuania,99.4
2015M08,Luxembourg,0
2015M08,Hungary,110.8
2015M08,Malta,100.6
2015M08,Netherlands,96.3
2015M08,Austria,99.8
2015M08,Poland,100.5
2015M08,Portugal,106.1
2015M08,Romania,107.9
2015M08,Slovenia,100.1
2015M08,Slovakia,103.2
2015M08,Finland,89.5
2015M08,Sweden,102.7
2015M08,United Kingdom,109.3
2015M08,Montenegro,103.2
2015M08,North Macedonia,103.8
2015M08,Albania,0
2015M08,Serbia,97.3
2015M08,Turkey,106.2
2015M09,Belgium,96.7
2015M09,Bulgaria,103.5
2015M09,Czechia,108.0
2015M09,Denmark,107.8
2015M09,Germany (until 1990 former territory of the FRG),106.3
2015M09,Estonia,101.6
2015M09,Ireland,109.0
2015M09,Greece,89.6
2015M09,Spain,105.4
2015M09,France,101.2
2015M09,Croatia,99.1
2015M09,Italy,103.1
2015M09,Cyprus,95.3
2015M09,Latvia,97.2
2015M09,Lithuania,99.7
2015M09,Luxembourg,0
2015M09,Hungary,107.8
2015M09,Malta,103.2
2015M09,Netherlands,99.2
2015M09,Austria,92.6
2015M09,Poland,100.8
2015M09,Portugal,106.2
2015M09,Romania,107.4
2015M09,Slovenia,100.2
2015M09,Slovakia,105.1
2015M09,Finland,87.6
2015M09,Sweden,104.7
2015M09,United Kingdom,109.7
2015M09,Montenegro,96.8
2015M09,North Macedonia,107.9
2015M09,Albania,0
2015M09,Serbia,93.8
2015M09,Turkey,104.0
2015M10,Belgium,101.7
2015M10,Bulgaria,104.8
2015M10,Czechia,107.7
2015M10,Denmark,108.6
2015M10,Germany (until 1990 former territory of the FRG),107.8
2015M10,Estonia,100.6
2015M10,Ireland,108.2
2015M10,Greece,88.8
2015M10,Spain,104.3
2015M10,France,100.8
2015M10,Croatia,100.1
2015M10,Italy,99.3
2015M10,Cyprus,100.0
2015M10,Latvia,98.5
2015M10,Lithuania,99.5
2015M10,Luxembourg,0
2015M10,Hungary,110.1
2015M10,Malta,105.6
2015M10,Netherlands,101.2
2015M10,Austria,92.0
2015M10,Poland,101.1
2015M10,Portugal,107.3
2015M10,Romania,107.9
2015M10,Slovenia,100.2
2015M10,Slovakia,112.6
2015M10,Finland,87.0
2015M10,Sweden,105.9
2015M10,United Kingdom,106.5
2015M10,Montenegro,104.5
2015M10,North Macedonia,108.3
2015M10,Albania,0
2015M10,Serbia,95.1
2015M10,Turkey,105.7
2015M11,Belgium,100.7
2015M11,Bulgaria,106.0
2015M11,Czechia,106.0
2015M11,Denmark,110.1
2015M11,Germany (until 1990 former territory of the FRG),108.7
2015M11,Estonia,101.1
2015M11,Ireland,108.8
2015M11,Greece,91.7
2015M11,Spain,107.9
2015M11,France,100.6
2015M11,Croatia,102.4
2015M11,Italy,101.4
2015M11,Cyprus,100.6
2015M11,Latvia,99.0
2015M11,Lithuania,99.2
2015M11,Luxembourg,0
2015M11,Hungary,111.4
2015M11,Malta,105.7
2015M11,Netherlands,101.3
2015M11,Austria,96.9
2015M11,Poland,100.7
2015M11,Portugal,106.4
2015M11,Romania,109.4
2015M11,Slovenia,100.5
2015M11,Slovakia,109.6
2015M11,Finland,93.0
2015M11,Sweden,105.8
2015M11,United Kingdom,108.0
2015M11,Montenegro,99.8
2015M11,North Macedonia,104.4
2015M11,Albania,0
2015M11,Serbia,100.9
2015M11,Turkey,110.6
2015M12,Belgium,103.2
2015M12,Bulgaria,105.9
2015M12,Czechia,108.3
2015M12,Denmark,107.5
2015M12,Germany (until 1990 former territory of the FRG),109.0
2015M12,Estonia,99.8
2015M12,Ireland,107.8
2015M12,Greece,93.6
2015M12,Spain,110.4
2015M12,France,101.0
2015M12,Croatia,102.8
2015M12,Italy,100.1
2015M12,Cyprus,100.1
2015M12,Latvia,99.3
2015M12,Lithuania,101.6
2015M12,Luxembourg,0
2015M12,Hungary,111.3
2015M12,Malta,101.5
2015M12,Netherlands,99.7
2015M12,Austria,98.9
2015M12,Poland,101.0
2015M12,Portugal,106.9
2015M12,Romania,107.6
2015M12,Slovenia,104.3
2015M12,Slovakia,111.7
2015M12,Finland,95.7
2015M12,Sweden,105.0
2015M12,United Kingdom,104.7
2015M12,Montenegro,95.9
2015M12,North Macedonia,101.8
2015M12,Albania,0
2015M12,Serbia,99.1
2015M12,Turkey,107.7
2016M01,Belgium,101.8
2016M01,Bulgaria,107.1
2016M01,Czechia,108.8
2016M01,Denmark,110.0
2016M01,Germany (until 1990 former territory of the FRG),109.0
2016M01,Estonia,101.9
2016M01,Ireland,107.5
2016M01,Greece,96.8
2016M01,Spain,105.3
2016M01,France,102.6
2016M01,Croatia,104.5
2016M01,Italy,99.4
2016M01,Cyprus,106.3
2016M01,Latvia,99.1
2016M01,Lithuania,105.4
2016M01,Luxembourg,0
2016M01,Hungary,113.6
2016M01,Malta,96.3
2016M01,Netherlands,101.2
2016M01,Austria,90.1
2016M01,Poland,102.7
2016M01,Portugal,107.0
2016M01,Romania,105.1
2016M01,Slovenia,105.2
2016M01,Slovakia,108.2
2016M01,Finland,93.8
2016M01,Sweden,105.4
2016M01,United Kingdom,111.0
2016M01,Montenegro,96.3
2016M01,North Macedonia,107.9
2016M01,Albania,0
2016M01,Serbia,98.4
2016M01,Turkey,104.2
2016M02,Belgium,101.9
2016M02,Bulgaria,108.7
2016M02,Czechia,110.1
2016M02,Denmark,108.6
2016M02,Germany (until 1990 former territory of the FRG),105.8
2016M02,Estonia,101.4
2016M02,Ireland,107.0
2016M02,Greece,94.1
2016M02,Spain,105.9
2016M02,France,102.3
2016M02,Croatia,105.0
2016M02,Italy,98.5
2016M02,Cyprus,100.7
2016M02,Latvia,99.0
2016M02,Lithuania,102.4
2016M02,Luxembourg,0
2016M02,Hungary,112.1
2016M02,Malta,98.5
2016M02,Netherlands,100.9
2016M02,Austria,98.5
2016M02,Poland,101.2
2016M02,Portugal,107.0
2016M02,Romania,104.7
2016M02,Slovenia,103.2
2016M02,Slovakia,110.5
2016M02,Finland,92.0
2016M02,Sweden,105.0
2016M02,United Kingdom,109.5
2016M02,Montenegro,102.8
2016M02,North Macedonia,112.5
2016M02,Albania,0
2016M02,Serbia,101.8
2016M02,Turkey,103.0
2016M03,Belgium,101.8
2016M03,Bulgaria,106.0
2016M03,Czechia,112.0
2016M03,Denmark,104.5
2016M03,Germany (until 1990 former territory of the FRG),104.2
2016M03,Estonia,101.4
2016M03,Ireland,107.4
2016M03,Greece,95.4
2016M03,Spain,106.1
2016M03,France,101.3
2016M03,Croatia,104.6
2016M03,Italy,99.2
2016M03,Cyprus,99.3
2016M03,Latvia,100.8
2016M03,Lithuania,102.3
2016M03,Luxembourg,0
2016M03,Hungary,109.6
2016M03,Malta,106.1
2016M03,Netherlands,99.2
2016M03,Austria,91.3
2016M03,Poland,102.2
2016M03,Portugal,107.1
2016M03,Romania,103.6
2016M03,Slovenia,106.0
2016M03,Slovakia,108.9
2016M03,Finland,93.9
2016M03,Sweden,105.4
2016M03,United Kingdom,109.2
2016M03,Montenegro,100.6
2016M03,North Macedonia,114.1
2016M03,Albania,0
2016M03,Serbia,102.7
2016M03,Turkey,103.2
2016M04,Belgium,102.3
2016M04,Bulgaria,108.8
2016M04,Czechia,120.3
2016M04,Denmark,101.6
2016M04,Germany (until 1990 former territory of the FRG),106.1
2016M04,Estonia,100.6
2016M04,Ireland,107.2
2016M04,Greece,100.1
2016M04,Spain,105.8
2016M04,France,101.0
2016M04,Croatia,105.7
2016M04,Italy,99.2
2016M04,Cyprus,100.4
2016M04,Latvia,100.4
2016M04,Lithuania,101.6
2016M04,Luxembourg,0
2016M04,Hungary,110.0
2016M04,Malta,109.1
2016M04,Netherlands,100.7
2016M04,Austria,95.0
2016M04,Poland,102.0
2016M04,Portugal,106.7
2016M04,Romania,105.1
2016M04,Slovenia,106.1
2016M04,Slovakia,109.1
2016M04,Finland,96.5
2016M04,Sweden,103.4
2016M04,United Kingdom,98.8
2016M04,Montenegro,97.8
2016M04,North Macedonia,110.4
2016M04,Albania,0
2016M04,Serbia,103.5
2016M04,Turkey,101.8
2016M05,Belgium,102.0
2016M05,Bulgaria,112.2
2016M05,Czechia,118.0
2016M05,Denmark,103.5
2016M05,Germany (until 1990 former territory of the FRG),105.9
2016M05,Estonia,99.7
2016M05,Ireland,116.4
2016M05,Greece,99.8
2016M05,Spain,103.9
2016M05,France,102.4
2016M05,Croatia,102.4
2016M05,Italy,98.8
2016M05,Cyprus,102.0
2016M05,Latvia,100.9
2016M05,Lithuania,100.8
2016M05,Luxembourg,0
2016M05,Hungary,110.9
2016M05,Malta,100.5
2016M05,Netherlands,101.6
2016M05,Austria,99.1
2016M05,Poland,101.4
2016M05,Portugal,103.4
2016M05,Romania,101.3
2016M05,Slovenia,104.9
2016M05,Slovakia,105.2
2016M05,Finland,93.3
2016M05,Sweden,103.0
2016M05,United Kingdom,106.4
2016M05,Montenegro,112.4
2016M05,North Macedonia,95.7
2016M05,Albania,102.7
2016M05,Serbia,103.4
2016M05,Turkey,101.6
2016M06,Belgium,104.2
2016M06,Bulgaria,110.5
2016M06,Czechia,115.5
2016M06,Denmark,101.7
2016M06,Germany (until 1990 former territory of the FRG),106.3
2016M06,Estonia,101.1
2016M06,Ireland,114.1
2016M06,Greece,95.4
2016M06,Spain,103.3
2016M06,France,101.0
2016M06,Croatia,108.5
2016M06,Italy,97.1
2016M06,Cyprus,99.1
2016M06,Latvia,101.1
2016M06,Lithuania,102.6
2016M06,Luxembourg,0
2016M06,Hungary,111.1
2016M06,Malta,109.7
2016M06,Netherlands,101.3
2016M06,Austria,91.8
2016M06,Poland,102.2
2016M06,Portugal,105.2
2016M06,Romania,103.1
2016M06,Slovenia,105.9
2016M06,Slovakia,113.1
2016M06,Finland,95.2
2016M06,Sweden,105.1
2016M06,United Kingdom,104.6
2016M06,Montenegro,112.1
2016M06,North Macedonia,109.1
2016M06,Albania,103.9
2016M06,Serbia,107.3
2016M06,Turkey,102.2
2016M07,Belgium,105.3
2016M07,Bulgaria,110.5
2016M07,Czechia,108.9
2016M07,Denmark,103.7
2016M07,Germany (until 1990 former territory of the FRG),107.4
2016M07,Estonia,102.8
2016M07,Ireland,101.4
2016M07,Greece,97.6
2016M07,Spain,106.6
2016M07,France,103.1
2016M07,Croatia,107.8
2016M07,Italy,98.3
2016M07,Cyprus,100.9
2016M07,Latvia,101.0
2016M07,Lithuania,102.0
2016M07,Luxembourg,0
2016M07,Hungary,110.8
2016M07,Malta,106.0
2016M07,Netherlands,100.9
2016M07,Austria,94.5
2016M07,Poland,101.9
2016M07,Portugal,106.4
2016M07,Romania,101.5
2016M07,Slovenia,106.9
2016M07,Slovakia,111.7
2016M07,Finland,96.7
2016M07,Sweden,103.9
2016M07,United Kingdom,100.3
2016M07,Montenegro,107.3
2016M07,North Macedonia,107.1
2016M07,Albania,108.5
2016M07,Serbia,103.0
2016M07,Turkey,107.8
2016M08,Belgium,100.0
2016M08,Bulgaria,108.3
2016M08,Czechia,107.6
2016M08,Denmark,106.0
2016M08,Germany (until 1990 former territory of the FRG),107.7
2016M08,Estonia,103.6
2016M08,Ireland,110.6
2016M08,Greece,97.4
2016M08,Spain,101.3
2016M08,France,103.5
2016M08,Croatia,110.4
2016M08,Italy,101.4
2016M08,Cyprus,98.7
2016M08,Latvia,99.9
2016M08,Lithuania,99.9
2016M08,Luxembourg,0
2016M08,Hungary,106.6
2016M08,Malta,106.2
2016M08,Netherlands,101.5
2016M08,Austria,99.3
2016M08,Poland,101.9
2016M08,Portugal,105.9
2016M08,Romania,109.2
2016M08,Slovenia,108.0
2016M08,Slovakia,110.9
2016M08,Finland,94.9
2016M08,Sweden,106.2
2016M08,United Kingdom,103.0
2016M08,Montenegro,104.6
2016M08,North Macedonia,109.6
2016M08,Albania,107.8
2016M08,Serbia,108.1
2016M08,Turkey,103.1
2016M09,Belgium,102.7
2016M09,Bulgaria,110.0
2016M09,Czechia,107.6
2016M09,Denmark,101.2
2016M09,Germany (until 1990 former territory of the FRG),109.3
2016M09,Estonia,102.7
2016M09,Ireland,103.2
2016M09,Greece,94.7
2016M09,Spain,103.3
2016M09,France,104.4
2016M09,Croatia,105.2
2016M09,Italy,100.2
2016M09,Cyprus,99.9
2016M09,Latvia,101.7
2016M09,Lithuania,100.9
2016M09,Luxembourg,0
2016M09,Hungary,110.8
2016M09,Malta,110.7
2016M09,Netherlands,103.5
2016M09,Austria,99.6
2016M09,Poland,101.4
2016M09,Portugal,105.9
2016M09,Romania,101.4
2016M09,Slovenia,108.8
2016M09,Slovakia,113.4
2016M09,Finland,98.5
2016M09,Sweden,106.1
2016M09,United Kingdom,105.7
2016M09,Montenegro,110.5
2016M09,North Macedonia,106.4
2016M09,Albania,107.5
2016M09,Serbia,102.0
2016M09,Turkey,105.3
2016M10,Belgium,107.0
2016M10,Bulgaria,110.7
2016M10,Czechia,109.4
2016M10,Denmark,99.4
2016M10,Germany (until 1990 former territory of the FRG),110.3
2016M10,Estonia,103.5
2016M10,Ireland,111.9
2016M10,Greece,99.2
2016M10,Spain,105.6
2016M10,France,103.8
2016M10,Croatia,105.0
2016M10,Italy,105.8
2016M10,Cyprus,99.5
2016M10,Latvia,100.7
2016M10,Lithuania,100.8
2016M10,Luxembourg,0
2016M10,Hungary,108.0
2016M10,Malta,102.7
2016M10,Netherlands,102.5
2016M10,Austria,105.4
2016M10,Poland,103.1
2016M10,Portugal,107.5
2016M10,Romania,103.5
2016M10,Slovenia,106.8
2016M10,Slovakia,113.7
2016M10,Finland,99.1
2016M10,Sweden,107.3
2016M10,United Kingdom,104.5
2016M10,Montenegro,109.4
2016M10,North Macedonia,106.3
2016M10,Albania,101.8
2016M10,Serbia,103.0
2016M10,Turkey,102.4
2016M11,Belgium,106.8
2016M11,Bulgaria,111.4
2016M11,Czechia,111.6
2016M11,Denmark,102.4
2016M11,Germany (until 1990 former territory of the FRG),110.7
2016M11,Estonia,103.0
2016M11,Ireland,100.0
2016M11,Greece,99.0
2016M11,Spain,107.3
2016M11,France,105.6
2016M11,Croatia,106.5
2016M11,Italy,106.0
2016M11,Cyprus,95.2
2016M11,Latvia,100.7
2016M11,Lithuania,101.8
2016M11,Luxembourg,0
2016M11,Hungary,109.7
2016M11,Malta,108.7
2016M11,Netherlands,103.3
2016M11,Austria,106.2
2016M11,Poland,102.6
2016M11,Portugal,108.2
2016M11,Romania,104.1
2016M11,Slovenia,105.5
2016M11,Slovakia,111.2
2016M11,Finland,98.9
2016M11,Sweden,106.9
2016M11,United Kingdom,107.8
2016M11,Montenegro,107.1
2016M11,North Macedonia,107.3
2016M11,Albania,106.5
2016M11,Serbia,105.2
2016M11,Turkey,102.8
2016M12,Belgium,106.9
2016M12,Bulgaria,111.9
2016M12,Czechia,112.1
2016M12,Denmark,103.1
2016M12,Germany (until 1990 former territory of the FRG),110.5
2016M12,Estonia,103.0
2016M12,Ireland,106.9
2016M12,Greece,98.2
2016M12,Spain,106.8
2016M12,France,105.7
2016M12,Croatia,110.0
2016M12,Italy,103.2
2016M12,Cyprus,96.8
2016M12,Latvia,100.3
2016M12,Lithuania,103.3
2016M12,Luxembourg,0
2016M12,Hungary,110.8
2016M12,Malta,104.5
2016M12,Netherlands,104.1
2016M12,Austria,106.5
2016M12,Poland,103.3
2016M12,Portugal,109.3
2016M12,Romania,102.1
2016M12,Slovenia,109.2
2016M12,Slovakia,113.0
2016M12,Finland,98.9
2016M12,Sweden,108.5
2016M12,United Kingdom,104.0
2016M12,Montenegro,111.9
2016M12,North Macedonia,106.8
2016M12,Albania,107.2
2016M12,Serbia,106.6
2016M12,Turkey,102.3
2017M01,Belgium,106.4
2017M01,Bulgaria,109.8
2017M01,Czechia,112.8
2017M01,Denmark,106.8
2017M01,Germany (until 1990 former territory of the FRG),109.9
2017M01,Estonia,106.0
2017M01,Ireland,109.2
2017M01,Greece,106.3
2017M01,Spain,106.2
2017M01,France,104.4
2017M01,Croatia,108.7
2017M01,Italy,104.8
2017M01,Cyprus,107.6
2017M01,Latvia,101.6
2017M01,Lithuania,104.0
2017M01,Luxembourg,0
2017M01,Hungary,110.0
2017M01,Malta,106.2
2017M01,Netherlands,105.5
2017M01,Austria,105.0
2017M01,Poland,104.8
2017M01,Portugal,108.2
2017M01,Romania,101.6
2017M01,Slovenia,107.6
2017M01,Slovakia,111.4
2017M01,Finland,100.4
2017M01,Sweden,109.1
2017M01,United Kingdom,100.6
2017M01,Montenegro,113.7
2017M01,North Macedonia,102.3
2017M01,Albania,106.3
2017M01,Serbia,108.6
2017M01,Turkey,96.2
2017M02,Belgium,104.4
2017M02,Bulgaria,113.4
2017M02,Czechia,113.5
2017M02,Denmark,107.3
2017M02,Germany (until 1990 former territory of the FRG),110.0
2017M02,Estonia,104.2
2017M02,Ireland,109.2
2017M02,Greece,101.3
2017M02,Spain,107.5
2017M02,France,106.2
2017M02,Croatia,111.5
2017M02,Italy,105.6
2017M02,Cyprus,102.8
2017M02,Latvia,103.3
2017M02,Lithuania,103.2
2017M02,Luxembourg,0
2017M02,Hungary,108.0
2017M02,Malta,106.2
2017M02,Netherlands,104.5
2017M02,Austria,109.4
2017M02,Poland,105.4
2017M02,Portugal,109.3
2017M02,Romania,101.0
2017M02,Slovenia,110.1
2017M02,Slovakia,112.3
2017M02,Finland,100.2
2017M02,Sweden,108.8
2017M02,United Kingdom,106.4
2017M02,Montenegro,112.9
2017M02,North Macedonia,105.9
2017M02,Albania,105.1
2017M02,Serbia,111.9
2017M02,Turkey,101.4
2017M03,Belgium,102.4
2017M03,Bulgaria,110.7
2017M03,Czechia,112.7
2017M03,Denmark,102.1
2017M03,Germany (until 1990 former territory of the FRG),108.4
2017M03,Estonia,105.1
2017M03,Ireland,104.1
2017M03,Greece,101.2
2017M03,Spain,110.5
2017M03,France,108.1
2017M03,Croatia,113.7
2017M03,Italy,103.7
2017M03,Cyprus,100.2
2017M03,Latvia,101.6
2017M03,Lithuania,102.0
2017M03,Luxembourg,0
2017M03,Hungary,111.9
2017M03,Malta,103.4
2017M03,Netherlands,105.5
2017M03,Austria,108.8
2017M03,Poland,106.8
2017M03,Portugal,109.2
2017M03,Romania,97.4
2017M03,Slovenia,111.8
2017M03,Slovakia,112.5
2017M03,Finland,99.0
2017M03,Sweden,109.2
2017M03,United Kingdom,107.9
2017M03,Montenegro,111.7
2017M03,North Macedonia,98.6
2017M03,Albania,109.7
2017M03,Serbia,115.3
2017M03,Turkey,106.8
2017M04,Belgium,101.6
2017M04,Bulgaria,110.9
2017M04,Czechia,112.8
2017M04,Denmark,104.6
2017M04,Germany (until 1990 former territory of the FRG),111.2
2017M04,Estonia,104.6
2017M04,Ireland,109.8
2017M04,Greece,101.5
2017M04,Spain,112.3
2017M04,France,106.4
2017M04,Croatia,110.9
2017M04,Italy,106.1
2017M04,Cyprus,104.9
2017M04,Latvia,103.3
2017M04,Lithuania,103.7
2017M04,Luxembourg,0
2017M04,Hungary,111.2
2017M04,Malta,105.5
2017M04,Netherlands,105.5
2017M04,Austria,108.0
2017M04,Poland,106.7
2017M04,Portugal,108.8
2017M04,Romania,104.0
2017M04,Slovenia,115.7
2017M04,Slovakia,115.1
2017M04,Finland,104.0
2017M04,Sweden,108.3
2017M04,United Kingdom,103.3
2017M04,Montenegro,108.4
2017M04,North Macedonia,102.5
2017M04,Albania,115.8
2017M04,Serbia,115.4
2017M04,Turkey,106.9
2017M05,Belgium,101.4
2017M05,Bulgaria,113.8
2017M05,Czechia,111.4
2017M05,Denmark,103.8
2017M05,Germany (until 1990 former territory of the FRG),110.5
2017M05,Estonia,105.4
2017M05,Ireland,102.6
2017M05,Greece,103.0
2017M05,Spain,110.5
2017M05,France,106.3
2017M05,Croatia,108.5
2017M05,Italy,104.3
2017M05,Cyprus,103.4
2017M05,Latvia,101.7
2017M05,Lithuania,100.1
2017M05,Luxembourg,0
2017M05,Hungary,112.8
2017M05,Malta,101.4
2017M05,Netherlands,105.2
2017M05,Austria,109.4
2017M05,Poland,105.9
2017M05,Portugal,109.6
2017M05,Romania,104.7
2017M05,Slovenia,113.2
2017M05,Slovakia,111.2
2017M05,Finland,103.9
2017M05,Sweden,109.7
2017M05,United Kingdom,104.1
2017M05,Montenegro,107.7
2017M05,North Macedonia,102.3
2017M05,Albania,113.2
2017M05,Serbia,106.0
2017M05,Turkey,107.4
2017M06,Belgium,99.5
2017M06,Bulgaria,114.0
2017M06,Czechia,110.8
2017M06,Denmark,103.4
2017M06,Germany (until 1990 former territory of the FRG),112.6
2017M06,Estonia,107.0
2017M06,Ireland,102.1
2017M06,Greece,103.7
2017M06,Spain,112.1
2017M06,France,104.7
2017M06,Croatia,106.7
2017M06,Italy,104.6
2017M06,Cyprus,105.2
2017M06,Latvia,101.7
2017M06,Lithuania,99.5
